Sample:float,Data:float,Data2:float
"23200.0","0.003448486328125","-0.14263916015625"
"23201.0","0.003082275390625","-0.954925537109375"
"23202.0","0.002532958984375","-0.954925537109375"
"23203.0","0.001861572265625","-0.954925537109375"
"23204.0","0.001220703125","-0.954925537109375"
"23205.0","6.103515625E-4","-0.954925537109375"
"23206.0","3.0517578125E-5","-0.954925537109375"
"23207.0","-5.79833984375E-4","-0.954925537109375"
"23208.0","-0.0010986328125","-0.954925537109375"
"23209.0","-0.001708984375","-0.954925537109375"
"23210.0","-0.002197265625","-0.954925537109375"
"23211.0","-0.002716064453125","-0.954925537109375"
"23212.0","-0.003204345703125","-0.954925537109375"
"23213.0","-0.003631591796875","-0.954925537109375"
"23214.0","-0.004058837890625","-0.954925537109375"
"23215.0","-0.00445556640625","-0.954925537109375"
"23216.0","-0.004791259765625","-0.954925537109375"
"23217.0","-0.00506591796875","-0.954925537109375"
"23218.0","-0.005401611328125","-0.954925537109375"
"23219.0","-0.005615234375","-0.954925537109375"
"23220.0","-0.005828857421875","-0.954925537109375"
"23221.0","-0.006011962890625","-0.954925537109375"
"23222.0","-0.006195068359375","-0.954925537109375"
"23223.0","-0.006317138671875","-0.954925537109375"
"23224.0","-0.00640869140625","-0.954925537109375"
"23225.0","-0.0064697265625","-0.954925537109375"
"23226.0","-0.006500244140625","-0.954925537109375"
"23227.0","-0.00653076171875","-0.954925537109375"
"23228.0","-0.0064697265625","-0.954925537109375"
"23229.0","-0.006439208984375","-0.954925537109375"
"23230.0","-0.006378173828125","-0.954925537109375"
"23231.0","-0.00628662109375","-0.954925537109375"
"23232.0","-0.006195068359375","-0.954925537109375"
"23233.0","-0.006011962890625","-0.954925537109375"
"23234.0","-0.005859375","-0.954925537109375"
"23235.0","-0.00567626953125","-0.954925537109375"
"23236.0","-0.0054931640625","-0.954925537109375"
"23237.0","-0.0052490234375","-0.954925537109375"
"23238.0","-0.00506591796875","-0.954925537109375"
"23239.0","-0.004791259765625","-0.954925537109375"
"23240.0","-0.0045166015625","-0.954925537109375"
"23241.0","-0.0042724609375","-0.954925537109375"
"23242.0","-0.003936767578125","-0.954925537109375"
"23243.0","-0.0040283203125","-0.954925537109375"
"23244.0","-0.005462646484375","-0.954925537109375"
"23245.0","-0.005889892578125","-0.954925537109375"
"23246.0","-0.005889892578125","-0.954925537109375"
"23247.0","-0.005859375","-0.954925537109375"
"23248.0","-0.00579833984375","-0.954925537109375"
"23249.0","-0.005645751953125","-0.954925537109375"
"23250.0","-0.005615234375","-0.954925537109375"
"23251.0","-0.005462646484375","-0.954925537109375"
"23252.0","-0.00537109375","-0.954925537109375"
"23253.0","-0.005340576171875","-0.954925537109375"
"23254.0","-0.005218505859375","-0.954925537109375"
"23255.0","-0.00518798828125","-0.954925537109375"
"23256.0","-0.005096435546875","-0.954925537109375"
"23257.0","-0.005035400390625","-0.954925537109375"
"23258.0","-0.004974365234375","-0.954925537109375"
"23259.0","-0.004913330078125","-0.954925537109375"
"23260.0","-0.004913330078125","-0.954925537109375"
"23261.0","-0.00494384765625","-0.954925537109375"
"23262.0","-0.0048828125","-0.954925537109375"
"23263.0","-0.004852294921875","-0.954925537109375"
"23264.0","-0.004852294921875","-0.954925537109375"
"23265.0","-0.0048828125","-0.954925537109375"
