Sample:float,Data2:float
"161000.0","0.00311279296875"
"161001.0","0.00299072265625"
"161002.0","0.003021240234375"
"161003.0","0.00311279296875"
"161004.0","0.003082275390625"
"161005.0","0.003143310546875"
"161006.0","0.00311279296875"
"161007.0","0.00311279296875"
"161008.0","0.002960205078125"
"161009.0","0.003173828125"
"161010.0","0.0032958984375"
"161011.0","0.003143310546875"
"161012.0","0.003204345703125"
"161013.0","0.0030517578125"
"161014.0","0.0030517578125"
"161015.0","0.0030517578125"
"161016.0","0.003326416015625"
"161017.0","0.002838134765625"
"161018.0","0.00323486328125"
"161019.0","0.003265380859375"
"161020.0","0.00286865234375"
"161021.0","0.0032958984375"
"161022.0","0.003082275390625"
"161023.0","0.003204345703125"
"161024.0","0.003204345703125"
"161025.0","0.003143310546875"
"161026.0","0.003204345703125"
"161027.0","0.003082275390625"
"161028.0","0.003387451171875"
"161029.0","0.003143310546875"
"161030.0","0.003143310546875"
"161031.0","0.00311279296875"
"161032.0","0.0030517578125"
"161033.0","0.003448486328125"
"161034.0","0.0029296875"
"161035.0","0.00299072265625"
"161036.0","0.00341796875"
"161037.0","0.00286865234375"
"161038.0","0.003204345703125"
"161039.0","0.00311279296875"
"161040.0","0.002960205078125"
"161041.0","0.003173828125"
"161042.0","0.0030517578125"
"161043.0","0.00311279296875"
"161044.0","0.0030517578125"
"161045.0","0.003082275390625"
"161046.0","0.003021240234375"
"161047.0","0.003021240234375"
"161048.0","0.0030517578125"
"161049.0","0.0030517578125"
"161050.0","0.00311279296875"
"161051.0","0.003021240234375"
"161052.0","0.00299072265625"
"161053.0","0.00323486328125"
"161054.0","0.0029296875"
"161055.0","0.003021240234375"
"161056.0","0.003082275390625"
"161057.0","0.003143310546875"
"161058.0","0.002960205078125"
"161059.0","0.003173828125"
"161060.0","0.003082275390625"
"161061.0","0.003204345703125"
"161062.0","0.0029296875"
"161063.0","0.003387451171875"
"161064.0","0.00311279296875"
"161065.0","0.002899169921875"
"161066.0","0.003021240234375"
"161067.0","0.00323486328125"
"161068.0","0.00311279296875"
"161069.0","0.003265380859375"
"161070.0","0.00299072265625"
"161071.0","0.003173828125"
"161072.0","0.0030517578125"
"161073.0","0.002960205078125"
"161074.0","0.00335693359375"
"161075.0","0.002838134765625"
"161076.0","0.003143310546875"
"161077.0","0.0030517578125"
"161078.0","0.0032958984375"
"161079.0","0.003173828125"
"161080.0","0.003143310546875"
"161081.0","0.0030517578125"
"161082.0","0.003173828125"
"161083.0","0.003204345703125"
"161084.0","0.003143310546875"
"161085.0","0.003173828125"
"161086.0","0.003143310546875"
"161087.0","0.003204345703125"
"161088.0","0.00299072265625"
"161089.0","0.003173828125"
"161090.0","0.002960205078125"
"161091.0","0.003204345703125"
"161092.0","0.003143310546875"
"161093.0","0.003204345703125"
"161094.0","0.00299072265625"
"161095.0","0.003204345703125"
"161096.0","0.003082275390625"
"161097.0","0.003143310546875"
"161098.0","0.003021240234375"
"161099.0","0.002960205078125"
"161100.0","0.00311279296875"
"161101.0","0.00299072265625"
"161102.0","0.0030517578125"
"161103.0","0.003082275390625"
"161104.0","0.00311279296875"
"161105.0","0.00311279296875"
"161106.0","0.0030517578125"
"161107.0","0.002960205078125"
"161108.0","0.003082275390625"
