Sample:float,Data:float
"124200.0","0.09954833984375"
"124201.0","0.10003662109375"
"124202.0","0.09808349609375"
"124203.0","0.09661865234375"
"124204.0","0.09710693359375"
"124205.0","0.09661865234375"
"124206.0","0.09368896484375"
"124207.0","0.09466552734375"
"124208.0","0.09368896484375"
"124209.0","0.09124755859375"
"124210.0","0.09368896484375"
"124211.0","0.09271240234375"
"124212.0","0.09271240234375"
"124213.0","0.09271240234375"
"124214.0","0.09271240234375"
"124215.0","0.09222412109375"
"124216.0","0.09417724609375"
"124217.0","0.09417724609375"
"124218.0","0.09613037109375"
"124219.0","0.09710693359375"
"124220.0","0.09613037109375"
"124221.0","0.09906005859375"
"124222.0","0.10198974609375"
"124223.0","0.10247802734375"
"124224.0","0.10589599609375"
"124225.0","0.10687255859375"
"124226.0","0.11663818359375"
"124227.0","0.10589599609375"
"124228.0","0.10345458984375"
"124229.0","0.10296630859375"
"124230.0","0.10052490234375"
"124231.0","0.10003662109375"
"124232.0","0.09954833984375"
"124233.0","0.09661865234375"
"124234.0","0.09661865234375"
"124235.0","0.09710693359375"
"124236.0","0.09613037109375"
"124237.0","0.09759521484375"
"124238.0","0.09661865234375"
"124239.0","0.09661865234375"
"124240.0","0.09808349609375"
"124241.0","0.09710693359375"
"124242.0","0.09808349609375"
"124243.0","0.09759521484375"
"124244.0","0.09808349609375"
"124245.0","0.10198974609375"
"124246.0","0.10052490234375"
"124247.0","0.10247802734375"
"124248.0","0.10247802734375"
"124249.0","0.10296630859375"
"124250.0","0.10736083984375"
"124251.0","0.10882568359375"
"124252.0","0.11029052734375"
"124253.0","0.11273193359375"
"124254.0","0.00140380859375"
"124255.0","0.00189208984375"
"124256.0","-6.103515625E-5"
"124257.0","9.1552734375E-4"
"124258.0","4.2724609375E-4"
"124259.0","0.00140380859375"
"124260.0","4.2724609375E-4"
"124261.0","0.00189208984375"
"124262.0","-6.103515625E-5"
"124263.0","0.00286865234375"
"124264.0","0.00140380859375"
"124265.0","0.00140380859375"
"124266.0","0.00140380859375"
"124267.0","4.2724609375E-4"
"124268.0","0.00189208984375"
"124269.0","0.00140380859375"
"124270.0","0.00238037109375"
"124271.0","0.00189208984375"
"124272.0","0.00140380859375"
"124273.0","0.00140380859375"
"124274.0","0.00140380859375"
"124275.0","0.00189208984375"
"124276.0","0.00140380859375"
"124277.0","0.00238037109375"
"124278.0","0.00140380859375"
"124279.0","0.00286865234375"
"124280.0","0.00140380859375"
"124281.0","0.00238037109375"
"124282.0","-0.11724853515625"
"124283.0","-0.11138916015625"
"124284.0","-0.10992431640625"
"124285.0","-0.10650634765625"
"124286.0","-0.10455322265625"
"124287.0","-0.10406494140625"
"124288.0","-0.10308837890625"
"124289.0","-0.10308837890625"
"124290.0","-0.10015869140625"
"124291.0","-0.10211181640625"
"124292.0","-0.10064697265625"
"124293.0","-0.10113525390625"
"124294.0","-0.09918212890625"
"124295.0","-0.10015869140625"
"124296.0","-0.10015869140625"
"124297.0","-0.10015869140625"
"124298.0","-0.09918212890625"
"124299.0","-0.10113525390625"
"124300.0","-0.10113525390625"
"124301.0","-0.10113525390625"
"124302.0","-0.10260009765625"
"124303.0","-0.10211181640625"
"124304.0","-0.10504150390625"
"124305.0","-0.10504150390625"
"124306.0","-0.10845947265625"
"124307.0","-0.11041259765625"
"124308.0","-0.11138916015625"
"124309.0","-0.10894775390625"
"124310.0","-0.11236572265625"
"124311.0","-0.10699462890625"
"124312.0","-0.10504150390625"
"124313.0","-0.10504150390625"
"124314.0","-0.10357666015625"
"124315.0","-0.10260009765625"
"124316.0","-0.09967041015625"
"124317.0","-0.10113525390625"
"124318.0","-0.09771728515625"
"124319.0","-0.09820556640625"
"124320.0","-0.09625244140625"
"124321.0","-0.09625244140625"
"124322.0","-0.09674072265625"
"124323.0","-0.09722900390625"
"124324.0","-0.09771728515625"
"124325.0","-0.09674072265625"
"124326.0","-0.09771728515625"
"124327.0","-0.09625244140625"
"124328.0","-0.09869384765625"
"124329.0","-0.10064697265625"
"124330.0","-0.10064697265625"
"124331.0","-0.10113525390625"
"124332.0","-0.10064697265625"
"124333.0","-0.10504150390625"
"124334.0","-0.10845947265625"
"124335.0","-0.11090087890625"
"124336.0","9.1552734375E-4"
"124337.0","4.2724609375E-4"
"124338.0","0.00189208984375"
"124339.0","0.00189208984375"
"124340.0","9.1552734375E-4"
"124341.0","0.00286865234375"
"124342.0","0.00140380859375"
"124343.0","0.00286865234375"
"124344.0","9.1552734375E-4"
"124345.0","0.00140380859375"
"124346.0","9.1552734375E-4"
"124347.0","0.00189208984375"
"124348.0","0.00140380859375"
"124349.0","0.00140380859375"
"124350.0","0.00238037109375"
"124351.0","9.1552734375E-4"
"124352.0","0.00140380859375"
"124353.0","-6.103515625E-5"
"124354.0","0.00238037109375"
"124355.0","4.2724609375E-4"
"124356.0","0.00238037109375"
"124357.0","4.2724609375E-4"
"124358.0","0.00140380859375"
"124359.0","-6.103515625E-5"
"124360.0","0.00140380859375"
"124361.0","-6.103515625E-5"
"124362.0","0.00140380859375"
"124363.0","0.10296630859375"
"124364.0","0.10247802734375"
"124365.0","0.10003662109375"
"124366.0","0.09808349609375"
"124367.0","0.09857177734375"
"124368.0","0.09515380859375"
"124369.0","0.09564208984375"
"124370.0","0.09320068359375"
"124371.0","0.09417724609375"
"124372.0","0.09222412109375"
"124373.0","0.09320068359375"
"124374.0","0.09271240234375"
"124375.0","0.09271240234375"
"124376.0","0.09368896484375"
"124377.0","0.09271240234375"
"124378.0","0.09368896484375"
"124379.0","0.09320068359375"
"124380.0","0.09515380859375"
"124381.0","0.09466552734375"
"124382.0","0.09515380859375"
"124383.0","0.09710693359375"
"124384.0","0.09808349609375"
"124385.0","0.10052490234375"
"124386.0","0.10150146484375"
"124387.0","0.10491943359375"
"124388.0","0.10931396484375"
"124389.0","0.10980224609375"
"124390.0","0.10784912109375"
"124391.0","0.10443115234375"
"124392.0","0.10443115234375"
"124393.0","0.10101318359375"
"124394.0","0.09906005859375"
"124395.0","0.09759521484375"
"124396.0","0.09759521484375"
"124397.0","0.09661865234375"
"124398.0","0.09808349609375"
"124399.0","0.09613037109375"
"124400.0","0.09710693359375"
"124401.0","0.09515380859375"
"124402.0","0.09710693359375"
"124403.0","0.09710693359375"
"124404.0","0.09710693359375"
"124405.0","0.09808349609375"
"124406.0","0.10101318359375"
"124407.0","0.09906005859375"
"124408.0","0.10247802734375"
"124409.0","0.10052490234375"
"124410.0","0.10198974609375"
"124411.0","0.10589599609375"
"124412.0","0.10687255859375"
"124413.0","0.11077880859375"
"124414.0","0.11126708984375"
"124415.0","0.11273193359375"
"124416.0","0.00726318359375"
"124417.0","0.00189208984375"
"124418.0","4.2724609375E-4"
"124419.0","0.00140380859375"
"124420.0","4.2724609375E-4"
"124421.0","9.1552734375E-4"
"124422.0","0.00140380859375"
"124423.0","0.00189208984375"
"124424.0","4.2724609375E-4"
"124425.0","0.00189208984375"
"124426.0","4.2724609375E-4"
"124427.0","0.00140380859375"
"124428.0","4.2724609375E-4"
"124429.0","9.1552734375E-4"
"124430.0","0.00189208984375"
"124431.0","9.1552734375E-4"
"124432.0","0.00189208984375"
"124433.0","0.00238037109375"
"124434.0","0.00286865234375"
"124435.0","0.00140380859375"
"124436.0","4.2724609375E-4"
"124437.0","0.00286865234375"
"124438.0","0.00140380859375"
"124439.0","0.00238037109375"
"124440.0","0.00140380859375"
"124441.0","9.1552734375E-4"
"124442.0","0.00189208984375"
"124443.0","9.1552734375E-4"
"124444.0","-0.12213134765625"
"124445.0","-0.10992431640625"
"124446.0","-0.10797119140625"
"124447.0","-0.10845947265625"
"124448.0","-0.10552978515625"
"124449.0","-0.10504150390625"
"124450.0","-0.10260009765625"
"124451.0","-0.10308837890625"
"124452.0","-0.10113525390625"
"124453.0","-0.10162353515625"
"124454.0","-0.10162353515625"
"124455.0","-0.10113525390625"
"124456.0","-0.10015869140625"
"124457.0","-0.09820556640625"
"124458.0","-0.09869384765625"
"124459.0","-0.09869384765625"
"124460.0","-0.10064697265625"
"124461.0","-0.10064697265625"
"124462.0","-0.10113525390625"
"124463.0","-0.09967041015625"
"124464.0","-0.10406494140625"
"124465.0","-0.10406494140625"
"124466.0","-0.10552978515625"
"124467.0","-0.10748291015625"
"124468.0","-0.10845947265625"
"124469.0","-0.11236572265625"
"124470.0","-0.11431884765625"
"124471.0","-0.10943603515625"
"124472.0","-0.10894775390625"
"124473.0","-0.10699462890625"
"124474.0","-0.10504150390625"
"124475.0","-0.10406494140625"
"124476.0","-0.10211181640625"
"124477.0","-0.10064697265625"
"124478.0","-0.09967041015625"
"124479.0","-0.09820556640625"
"124480.0","-0.09918212890625"
"124481.0","-0.09820556640625"
"124482.0","-0.09820556640625"
"124483.0","-0.09771728515625"
"124484.0","-0.09674072265625"
"124485.0","-0.09820556640625"
"124486.0","-0.09478759765625"
"124487.0","-0.09576416015625"
"124488.0","-0.09576416015625"
"124489.0","-0.09722900390625"
"124490.0","-0.09674072265625"
"124491.0","-0.09918212890625"
"124492.0","-0.09869384765625"
"124493.0","-0.10015869140625"
"124494.0","-0.10162353515625"
"124495.0","-0.10211181640625"
"124496.0","-0.10504150390625"
"124497.0","-0.10748291015625"
"124498.0","0.00238037109375"
"124499.0","0.00286865234375"
"124500.0","9.1552734375E-4"
"124501.0","0.00238037109375"
"124502.0","0.00140380859375"
"124503.0","0.00238037109375"
"124504.0","0.00238037109375"
"124505.0","0.00189208984375"
"124506.0","0.00286865234375"
"124507.0","9.1552734375E-4"
"124508.0","0.00189208984375"
"124509.0","9.1552734375E-4"
